from,to,arrows
GLUD2_reverse_gluakg,cpd:C00025_m,to
cpd:C00026_m,GLUD2_reverse_gluakg,to
cpd:C00025_m,GLUD1_gluakg,to
GLUD1_gluakg,cpd:C00026_m,to
GLUD1_reverse_gluakg,cpd:C00025_m,to
cpd:C00026_m,GLUD1_reverse_gluakg,to
cpd:C00025_m,GLUD2>894_gluakg,to
GLUD2>894_gluakg,cpd:C00026_m,to
GLUD2>894_reverse_gluakg,cpd:C00025_m,to
cpd:C00026_m,GLUD2>894_reverse_gluakg,to
cpd:C00025_m,GLUD1>895_gluakg,to
GLUD1>895_gluakg,cpd:C00026_m,to
GLUD1>895_reverse_gluakg,cpd:C00025_m,to
cpd:C00026_m,GLUD1>895_reverse_gluakg,to
cpd:C00064_m,GLS_glugln,to
GLS_glugln,cpd:C00025_m,to
cpd:C00064_m,GLS2_glugln,to
GLS2_glugln,cpd:C00025_m,to
cpd:C00064_m,GLS2>896_glugln,to
GLS2>896_glugln,cpd:C00025_m,to
ALDH4A1,cpd:C00025_m,to
ALDH4A1>898,cpd:C00025_m,to
IDH3G_IDH3B_IDH3A,cpd:C00026_m,to
IDH3B_IDH3G_IDH3A,cpd:C00026_m,to
IDH3B_IDH3_IDH3A>913,cpd:C00026_m,to
IDH3B_IDH3_IDH3A>914,cpd:C00026_m,to
IDH3G_IDH3A_IDH3B,cpd:C00026_m,to
IDH3G_IDH3_IDH3B>915,cpd:C00026_m,to
IDH1,cpd:C00026_c,to
IDH2,cpd:C00026_m,to
cpd:C00026_m,GPT2>917_gluakg,to
GPT2>917_gluakg,cpd:C00025_m,to
GPT2>917_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,GPT2>917_reverse_gluakg,to
cpd:C00064_c,GMPS_glugln,to
GMPS_glugln,cpd:C00025_c,to
cpd:C00064_c,ASNS_glugln,to
ASNS_glugln,cpd:C00025_c,to
cpd:C00064_c,ASNS>1054_glugln,to
ASNS>1054_glugln,cpd:C00025_c,to
cpd:C00064_c,ASNS>1055_glugln,to
ASNS>1055_glugln,cpd:C00025_c,to
cpd:C00026_c,GOT1>1056_gluakg,to
GOT1>1056_gluakg,cpd:C00025_c,to
GOT1>1056_reverse_gluakg,cpd:C00026_c,to
cpd:C00025_c,GOT1>1056_reverse_gluakg,to
cpd:C00025_m,GOT2>1057_gluakg,to
GOT2>1057_gluakg,cpd:C00026_m,to
cpd:C00026_m,OAT_gluakg,to
OAT_gluakg,cpd:C00025_m,to
OAT_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,OAT_reverse_gluakg,to
ALDH4A1>1063,cpd:C00025_m,to
NIT2,cpd:C00026_c,to
NIT2>1064,cpd:C00026_m,to
cpd:C00064_c,CAD_glugln,to
CAD_glugln,cpd:C00025_c,to
cpd:C00064_c,CTPS1>1522_glugln,to
CTPS1>1522_glugln,cpd:C00025_c,to
cpd:C00064_c,CTPS2>1523_glugln,to
CTPS2>1523_glugln,cpd:C00025_c,to
cpd:C00064_c,GFPT1_glugln,to
GFPT1_glugln,cpd:C00025_c,to
cpd:C00064_c,GFPT2_glugln,to
GFPT2_glugln,cpd:C00025_c,to
cpd:C00064_c,PPAT_glugln,to
PPAT_glugln,cpd:C00025_c,to
cpd:C00064_c,PFAS_glugln,to
PFAS_glugln,cpd:C00025_c,to
BCAT1.iso_reverse_gluakg,cpd:C00026_c,to
cpd:C00025_c,BCAT1.iso_reverse_gluakg,to
BCAT1.leu_reverse_gluakg,cpd:C00026_c,to
cpd:C00025_c,BCAT1.leu_reverse_gluakg,to
BCAT1.val_reverse_gluakg,cpd:C00026_c,to
cpd:C00025_c,BCAT1.val_reverse_gluakg,to
cpd:C00026_m,AASS,to
cpd:C00025_c,GAD1,to
cpd:C00025_c,GAD1>893,to
cpd:C00026_m,OGDH_DLD_PDH_DLST>908,to
cpd:C00026_m,OGDH_DLD_PDH_DLST>909,to
cpd:C00026_m,IDH2_reverse,to
cpd:C00025_m,ALDH18A1>1060,to
cpd:C00064_c,r0156,to
cpd:C00064_m,r0157,to
cpd:C00025_c,GCLC_GCLM,to
cpd:C00026_c,TMLD,to
cpd:C00026_c,BBD,to
