HK2,O,M1A,hgnc_symbol,entrezgene_id
FALSE,FALSE,FALSE,CLEC4M,10332
FALSE,TRUE,TRUE,CLEC4OP,102724279
FALSE,FALSE,FALSE,CLEC5A,23601
FALSE,FALSE,FALSE,CLEC6A,93978
FALSE,FALSE,FALSE,CLEC7A,64581
FALSE,FALSE,FALSE,CLEC9A,283420
FALSE,FALSE,FALSE,CLECL1,160365
TRUE,FALSE,FALSE,CLGN,1047
TRUE,TRUE,TRUE,CLHC1,130162
TRUE,TRUE,TRUE,CLIC1,1192
TRUE,FALSE,FALSE,CLIC2,1193
TRUE,FALSE,FALSE,CLIC3,9022
TRUE,TRUE,TRUE,CLIC4,25932
FALSE,FALSE,FALSE,CLIC5,53405
FALSE,FALSE,FALSE,CLIC6,54102
TRUE,TRUE,TRUE,CLINT1,9685
TRUE,TRUE,TRUE,CLIP1,6249
TRUE,TRUE,TRUE,CLIP2,7461
TRUE,FALSE,FALSE,CLIP3,25999
TRUE,TRUE,TRUE,CLIP4,79745
TRUE,TRUE,TRUE,CLK1,1195
TRUE,TRUE,TRUE,CLK2,1196
TRUE,TRUE,TRUE,CLK3,1198
FALSE,FALSE,FALSE,CLLU1,574028
FALSE,FALSE,FALSE,CLMAT3,101927096
TRUE,TRUE,TRUE,CLMP,79827
TRUE,TRUE,TRUE,CLN3,1201
TRUE,TRUE,TRUE,CLN5,1203
TRUE,TRUE,TRUE,CLN8,2055
TRUE,TRUE,TRUE,CLNS1A,1207
TRUE,TRUE,TRUE,CLOCK,9575
TRUE,TRUE,TRUE,CLP1,10978
TRUE,TRUE,TRUE,CLPB,81570
TRUE,TRUE,TRUE,CLPP,8192
FALSE,FALSE,FALSE,CLPS,1208
FALSE,FALSE,FALSE,CLPSL1,340204
FALSE,FALSE,FALSE,CLPSL2,389383
TRUE,TRUE,TRUE,CLPTM1L,81037
TRUE,TRUE,TRUE,CLPX,10845
FALSE,FALSE,FALSE,CLRN1,7401
FALSE,FALSE,FALSE,CLRN2,645104
FALSE,FALSE,FALSE,CLRN3,119467
TRUE,TRUE,TRUE,CLSPN,63967
TRUE,TRUE,TRUE,CLSTN1,22883
TRUE,FALSE,FALSE,CLSTN2,64084
FALSE,FALSE,FALSE,CLSTN2-AS1,101927808
TRUE,TRUE,TRUE,CLSTN3,9746
TRUE,TRUE,TRUE,CLTA,1211
TRUE,TRUE,TRUE,CLTB,1212
TRUE,TRUE,TRUE,CLTC,1213
TRUE,TRUE,TRUE,CLTCL1,8218
TRUE,FALSE,FALSE,CLTRN,57393
TRUE,TRUE,TRUE,CLU,1191
TRUE,TRUE,TRUE,CLUAP1,23059
TRUE,TRUE,TRUE,CLUH,23277
FALSE,FALSE,FALSE,CLUHP3,100132341
FALSE,FALSE,FALSE,CLUL1,27098
FALSE,FALSE,FALSE,CLVS1,157807
TRUE,TRUE,TRUE,CLYBL,171425
FALSE,FALSE,FALSE,CLYBL-AS2,100874063
FALSE,FALSE,FALSE,CMA1,1215
TRUE,TRUE,TRUE,CMBL,134147
TRUE,TRUE,TRUE,CMC1,152100
TRUE,TRUE,TRUE,CMC2,56942
TRUE,TRUE,TRUE,CMC4,100272147
TRUE,TRUE,TRUE,CMIP,80790
FALSE,FALSE,FALSE,CMKLR1,1240
FALSE,TRUE,TRUE,CMKLR2,2825
TRUE,TRUE,TRUE,CMPK1,51727
TRUE,TRUE,FALSE,CMPK2,129607
TRUE,TRUE,TRUE,CMSS1,84319
TRUE,TRUE,TRUE,CMTM1,113540
FALSE,FALSE,FALSE,CMTM2,146225
TRUE,TRUE,TRUE,CMTM3,123920
TRUE,TRUE,TRUE,CMTM4,146223
FALSE,FALSE,FALSE,CMTM5,116173
TRUE,TRUE,TRUE,CMTM6,54918
TRUE,TRUE,TRUE,CMTM7,112616
TRUE,TRUE,FALSE,CMTM8,152189
TRUE,TRUE,TRUE,CMTR1,23070
TRUE,TRUE,TRUE,CMTR2,55783
FALSE,FALSE,FALSE,CMYA5,202333
FALSE,FALSE,FALSE,CNBD1,168975
FALSE,FALSE,FALSE,CNBD2,140894
TRUE,TRUE,TRUE,CNBP,7555
FALSE,FALSE,FALSE,CNDP1,84735
TRUE,TRUE,TRUE,CNDP2,55748
TRUE,TRUE,TRUE,CNEP1R1,255919
FALSE,FALSE,FALSE,CNFN,84518
TRUE,FALSE,FALSE,CNGA1,1259
FALSE,FALSE,FALSE,CNGA2,1260
FALSE,FALSE,FALSE,CNGA3,1261
FALSE,FALSE,FALSE,CNGA4,1262
FALSE,FALSE,FALSE,CNGB1,1258
FALSE,FALSE,FALSE,CNGB3,54714
TRUE,TRUE,TRUE,CNIH1,10175
FALSE,FALSE,FALSE,CNIH2,254263
FALSE,TRUE,TRUE,CNIH3,149111
TRUE,TRUE,TRUE,CNIH4,29097
TRUE,FALSE,FALSE,CNKSR1,10256
TRUE,FALSE,FALSE,CNKSR2,22866
TRUE,TRUE,TRUE,CNKSR3,154043
FALSE,FALSE,FALSE,CNMD,11061
TRUE,FALSE,FALSE,CNN1,1264
TRUE,TRUE,TRUE,CNN2,1265
TRUE,TRUE,TRUE,CNN3,1266
TRUE,FALSE,FALSE,CNNM1,26507
TRUE,TRUE,TRUE,CNNM2,54805
TRUE,TRUE,TRUE,CNNM3,26505
TRUE,TRUE,TRUE,CNNM4,26504
TRUE,TRUE,TRUE,CNOT1,23019
TRUE,TRUE,TRUE,CNOT10,25904
TRUE,TRUE,TRUE,CNOT2,4848
TRUE,TRUE,TRUE,CNOT3,4849
TRUE,TRUE,TRUE,CNOT4,4850
TRUE,TRUE,TRUE,CNOT6,57472
TRUE,TRUE,TRUE,CNOT6L,246175
TRUE,TRUE,TRUE,CNOT7,29883
TRUE,TRUE,TRUE,CNOT8,9337
TRUE,TRUE,TRUE,CNOT9,9125
TRUE,TRUE,TRUE,CNP,1267
TRUE,TRUE,TRUE,CNPPD1,27013
FALSE,FALSE,FALSE,CNPY1,285888
TRUE,TRUE,TRUE,CNPY2,10330
TRUE,TRUE,TRUE,CNPY3,10695
TRUE,TRUE,TRUE,CNR1,1268
FALSE,FALSE,FALSE,CNR2,1269
TRUE,TRUE,TRUE,CNRIP1,25927
TRUE,TRUE,TRUE,CNST,163882
FALSE,FALSE,FALSE,CNTD1,124817
FALSE,FALSE,FALSE,CNTF,1270
FALSE,FALSE,FALSE,CNTFR,1271
FALSE,FALSE,FALSE,CNTFR-AS1,415056
TRUE,TRUE,TRUE,CNTLN,54875
TRUE,TRUE,FALSE,CNTN1,1272
FALSE,FALSE,FALSE,CNTN2,6900
FALSE,FALSE,FALSE,CNTN3,5067
TRUE,FALSE,FALSE,CNTN4,152330
FALSE,FALSE,FALSE,CNTN4-AS2,100873976
FALSE,FALSE,FALSE,CNTN5,53942
TRUE,FALSE,FALSE,CNTN6,27255
TRUE,TRUE,TRUE,CNTNAP1,8506
FALSE,FALSE,FALSE,CNTNAP2,26047
FALSE,FALSE,FALSE,CNTNAP2-AS1,101928700
TRUE,TRUE,FALSE,CNTNAP3,79937
TRUE,TRUE,FALSE,CNTNAP3B,728577
FALSE,FALSE,FALSE,CNTNAP4,85445
FALSE,FALSE,FALSE,CNTNAP5,129684
TRUE,TRUE,TRUE,CNTRL,11064
TRUE,TRUE,TRUE,CNTROB,116840
TRUE,TRUE,TRUE,COA1,55744
TRUE,TRUE,TRUE,COA4,51287
TRUE,TRUE,TRUE,COA5,493753
TRUE,TRUE,TRUE,COA6,388753
TRUE,TRUE,TRUE,COA8,84334
TRUE,TRUE,TRUE,COASY,80347
FALSE,FALSE,FALSE,COBL,23242
TRUE,TRUE,TRUE,COBLL1,22837
TRUE,FALSE,FALSE,COCH,1690
TRUE,TRUE,TRUE,COG1,9382
TRUE,TRUE,TRUE,COG2,22796
TRUE,TRUE,TRUE,COG4,25839
TRUE,TRUE,TRUE,COG5,10466
TRUE,TRUE,TRUE,COG6,57511
TRUE,TRUE,TRUE,COG7,91949
TRUE,TRUE,TRUE,COG8,84342
FALSE,FALSE,FALSE,COL10A1,1300
TRUE,FALSE,FALSE,COL11A1,1301
FALSE,FALSE,FALSE,COL11A2,1302
TRUE,TRUE,TRUE,COL12A1,1303
FALSE,TRUE,TRUE,COL13A1,1305
TRUE,TRUE,TRUE,COL14A1,7373
FALSE,FALSE,FALSE,COL15A1,1306
TRUE,TRUE,TRUE,COL16A1,1307
TRUE,TRUE,TRUE,COL17A1,1308
TRUE,TRUE,TRUE,COL18A1,80781
FALSE,FALSE,FALSE,COL18A1-AS1,378832
FALSE,FALSE,FALSE,COL18A1-AS2,100874236
FALSE,FALSE,FALSE,COL19A1,1310
TRUE,TRUE,TRUE,COL1A1,1277
FALSE,FALSE,FALSE,COL1A2,1278
FALSE,FALSE,FALSE,COL20A1,57642
FALSE,FALSE,FALSE,COL21A1,81578
FALSE,FALSE,FALSE,COL23A1,91522
FALSE,FALSE,FALSE,COL24A1,255631
FALSE,FALSE,FALSE,COL25A1,84570
FALSE,FALSE,FALSE,COL26A1,136227
TRUE,TRUE,TRUE,COL27A1,85301
FALSE,FALSE,FALSE,COL28A1,340267
FALSE,FALSE,FALSE,COL2A1,1280
FALSE,TRUE,FALSE,COL3A1,1281
TRUE,TRUE,TRUE,COL4A1,1282
TRUE,TRUE,TRUE,COL4A2,1284
FALSE,FALSE,FALSE,COL4A2-AS1,100874203
FALSE,FALSE,FALSE,COL4A3,1285
FALSE,FALSE,FALSE,COL4A4,1286
TRUE,TRUE,FALSE,COL4A5,1287
FALSE,FALSE,FALSE,COL4A6,1288
TRUE,TRUE,FALSE,COL5A1,1289
TRUE,TRUE,TRUE,COL5A2,1290
FALSE,TRUE,FALSE,COL5A3,50509
TRUE,TRUE,TRUE,COL6A1,1291
TRUE,TRUE,TRUE,COL6A2,1292
TRUE,TRUE,TRUE,COL6A3,1293
FALSE,FALSE,FALSE,COL6A4P1,344875
FALSE,FALSE,FALSE,COL6A6,131873
TRUE,TRUE,TRUE,COL7A1,1294
TRUE,TRUE,TRUE,COL8A1,1295
TRUE,FALSE,FALSE,COL8A2,1296
FALSE,FALSE,FALSE,COL9A1,1297
TRUE,FALSE,FALSE,COL9A2,1298
FALSE,FALSE,FALSE,COL9A3,1299
FALSE,FALSE,FALSE,COLCA1,399948
FALSE,FALSE,FALSE,COLCA2,120376
FALSE,TRUE,FALSE,COLEC10,10584
FALSE,FALSE,FALSE,COLEC11,78989
TRUE,FALSE,FALSE,COLEC12,81035
TRUE,TRUE,TRUE,COLGALT1,79709
TRUE,FALSE,FALSE,COLGALT2,23127
FALSE,FALSE,FALSE,COLQ,8292
TRUE,TRUE,TRUE,COMMD1,150684
TRUE,TRUE,TRUE,COMMD10,51397
TRUE,TRUE,TRUE,COMMD3,23412
FALSE,FALSE,FALSE,COMMD3-BMI1,100532731
TRUE,TRUE,TRUE,COMMD4,54939
TRUE,TRUE,TRUE,COMMD5,28991
TRUE,TRUE,TRUE,COMMD6,170622
TRUE,TRUE,TRUE,COMMD7,149951
TRUE,TRUE,TRUE,COMMD8,54951
TRUE,TRUE,TRUE,COMMD9,29099
FALSE,FALSE,FALSE,COMP,1311
TRUE,TRUE,TRUE,COMT,1312
TRUE,TRUE,TRUE,COMTD1,118881
TRUE,TRUE,TRUE,COP1,64326
TRUE,TRUE,TRUE,COPB1,1315
TRUE,TRUE,TRUE,COPB2,9276
FALSE,FALSE,FALSE,COPB2-DT,100507291
TRUE,TRUE,TRUE,COPE,11316
TRUE,TRUE,TRUE,COPG2,26958
TRUE,TRUE,TRUE,COPRS,55352
TRUE,TRUE,TRUE,COPS2,9318
TRUE,TRUE,TRUE,COPS3,8533
TRUE,TRUE,TRUE,COPS4,51138
TRUE,TRUE,TRUE,COPS5,10987
TRUE,TRUE,TRUE,COPS6,10980
TRUE,TRUE,TRUE,COPS7A,50813
TRUE,TRUE,TRUE,COPS7B,64708
TRUE,TRUE,TRUE,COPS8,10920
TRUE,TRUE,TRUE,COPS9,150678
TRUE,TRUE,TRUE,COPZ1,22818
TRUE,TRUE,TRUE,COPZ2,51226
TRUE,TRUE,TRUE,COQ10A,93058
TRUE,TRUE,TRUE,COQ10B,80219
TRUE,TRUE,TRUE,COQ2,27235
TRUE,TRUE,TRUE,COQ3,51805
TRUE,TRUE,TRUE,COQ4,51117
TRUE,TRUE,TRUE,COQ5,84274
TRUE,TRUE,TRUE,COQ6,51004
TRUE,TRUE,TRUE,COQ7,10229
TRUE,TRUE,TRUE,COQ8A,56997
TRUE,TRUE,TRUE,COQ8B,79934
FALSE,FALSE,FALSE,CORIN,10699
TRUE,TRUE,TRUE,CORO1A,11151
TRUE,TRUE,TRUE,CORO1C,23603
TRUE,TRUE,TRUE,CORO2A,7464
FALSE,TRUE,TRUE,CORO2B,10391
TRUE,FALSE,FALSE,CORO6,84940
TRUE,TRUE,TRUE,CORO7,79585
FALSE,FALSE,FALSE,CORO7-PAM16,100529144
FALSE,FALSE,FALSE,CORT,1325
TRUE,TRUE,TRUE,COTL1,23406
TRUE,TRUE,TRUE,COX10,1352
FALSE,FALSE,FALSE,COX10-DT,100874058
TRUE,TRUE,TRUE,COX11,1353
TRUE,TRUE,TRUE,COX14,84987
TRUE,TRUE,TRUE,COX15,1355
TRUE,TRUE,TRUE,COX16,51241
TRUE,TRUE,TRUE,COX17,10063
TRUE,TRUE,TRUE,COX18,285521
FALSE,TRUE,FALSE,COX20,116228
TRUE,TRUE,TRUE,COX4I1,1327
FALSE,FALSE,FALSE,COX4I2,84701
TRUE,TRUE,TRUE,COX5B,1329
TRUE,FALSE,FALSE,COX6A2,1339
TRUE,TRUE,TRUE,COX6B1,1340
TRUE,TRUE,TRUE,COX6C,1345
TRUE,TRUE,TRUE,COX7A2,1347
TRUE,TRUE,TRUE,COX7A2L,9167
TRUE,TRUE,TRUE,COX7B,1349
FALSE,FALSE,FALSE,COX7B2,170712
TRUE,TRUE,TRUE,COX7C,1350
TRUE,TRUE,TRUE,COX8A,1351
FALSE,FALSE,FALSE,COX8C,341947
FALSE,TRUE,TRUE,CP,1356
FALSE,FALSE,FALSE,CPA1,1357
FALSE,FALSE,FALSE,CPA2,1358
FALSE,FALSE,FALSE,CPA5,93979
FALSE,FALSE,TRUE,CPA6,57094
FALSE,FALSE,FALSE,CPAMD8,27151
FALSE,FALSE,FALSE,CPB2,1361
FALSE,FALSE,FALSE,CPB2-AS1,100509894
TRUE,TRUE,TRUE,CPD,1362
TRUE,TRUE,TRUE,CPE,1363
TRUE,TRUE,TRUE,CPEB1,64506
TRUE,TRUE,TRUE,CPEB1-AS1,283692
TRUE,TRUE,TRUE,CPEB2,132864
FALSE,FALSE,FALSE,CPEB2-DT,441009
TRUE,TRUE,TRUE,CPEB3,22849
TRUE,TRUE,TRUE,CPEB4,80315
TRUE,TRUE,TRUE,CPED1,79974
TRUE,TRUE,TRUE,CPLANE1,65250
TRUE,TRUE,TRUE,CPLANE2,79363
FALSE,TRUE,FALSE,CPLX1,10815
FALSE,FALSE,FALSE,CPLX2,10814
TRUE,FALSE,FALSE,CPM,1368
FALSE,FALSE,FALSE,CPN1,1369
FALSE,FALSE,FALSE,CPN2,1370
TRUE,TRUE,TRUE,CPNE1,8904
TRUE,TRUE,TRUE,CPNE2,221184
TRUE,TRUE,TRUE,CPNE3,8895
FALSE,FALSE,FALSE,CPNE4,131034
TRUE,FALSE,FALSE,CPNE5,57699
FALSE,FALSE,FALSE,CPNE6,9362
TRUE,FALSE,FALSE,CPNE7,27132
TRUE,TRUE,TRUE,CPNE8,144402
FALSE,FALSE,FALSE,CPNE9,151835
FALSE,FALSE,FALSE,CPO,130749
TRUE,TRUE,TRUE,CPPED1,55313
TRUE,TRUE,TRUE,CPQ,10404
TRUE,TRUE,TRUE,CPS1,1373
FALSE,FALSE,FALSE,CPS1-IT1,29034
TRUE,TRUE,TRUE,CPSF1,29894
TRUE,TRUE,TRUE,CPSF2,53981
TRUE,TRUE,TRUE,CPSF3,51692
TRUE,TRUE,TRUE,CPSF4,10898
FALSE,FALSE,FALSE,CPSF4L,642843
TRUE,TRUE,TRUE,CPSF6,11052
TRUE,TRUE,TRUE,CPSF7,79869
TRUE,TRUE,TRUE,CPT1A,1374
FALSE,FALSE,FALSE,CPT1B,1375
FALSE,FALSE,FALSE,CPT1C,126129
TRUE,TRUE,TRUE,CPT2,1376
TRUE,TRUE,TRUE,CPTP,80772
FALSE,FALSE,FALSE,CPVL,54504
FALSE,FALSE,FALSE,CPXCR1,53336
TRUE,FALSE,FALSE,CPXM1,56265
FALSE,FALSE,FALSE,CPXM2,119587
TRUE,FALSE,FALSE,CPZ,8532
FALSE,FALSE,FALSE,CR1,1378
FALSE,FALSE,FALSE,CR1L,1379
FALSE,FALSE,FALSE,CR2,1380
FALSE,FALSE,FALSE,CRABP1,1381
TRUE,TRUE,TRUE,CRABP2,1382
TRUE,FALSE,FALSE,CRACD,57482
FALSE,FALSE,FALSE,CRACDL,343990
TRUE,TRUE,TRUE,CRACR2A,84766
TRUE,TRUE,TRUE,CRACR2B,283229
TRUE,TRUE,TRUE,CRADD,8738
TRUE,TRUE,TRUE,CRAMP1,57585
TRUE,TRUE,TRUE,CRAT,1384
FALSE,FALSE,FALSE,CRB1,23418
TRUE,FALSE,FALSE,CRB2,286204
TRUE,TRUE,TRUE,CRB3,92359
TRUE,TRUE,TRUE,CRBN,51185
TRUE,TRUE,TRUE,CRCP,27297
FALSE,FALSE,FALSE,CRCT1,54544
TRUE,TRUE,TRUE,CREB1,1385
TRUE,TRUE,TRUE,CREB3L1,90993
TRUE,TRUE,TRUE,CREB3L2,64764
FALSE,FALSE,FALSE,CREB3L3,84699
TRUE,TRUE,TRUE,CREB3L4,148327
TRUE,TRUE,TRUE,CREB5,9586
TRUE,TRUE,TRUE,CREBBP,1387
TRUE,TRUE,TRUE,CREBRF,153222
TRUE,TRUE,TRUE,CREBZF,58487
TRUE,TRUE,TRUE,CREG1,8804
TRUE,FALSE,FALSE,CREG2,200407
TRUE,TRUE,TRUE,CRELD1,78987
TRUE,TRUE,TRUE,CRELD2,79174
TRUE,TRUE,TRUE,CREM,1390
FALSE,FALSE,FALSE,CRHBP,1393
FALSE,FALSE,FALSE,CRHR2,1395
TRUE,TRUE,TRUE,CRIM1,51232
TRUE,FALSE,FALSE,CRIP1,1396
TRUE,TRUE,TRUE,CRIP2,1397
FALSE,FALSE,FALSE,CRIP3,401262
TRUE,TRUE,TRUE,CRIPT,9419
FALSE,FALSE,FALSE,CRISP1,167
FALSE,FALSE,FALSE,CRISP2,7180
FALSE,FALSE,FALSE,CRISP3,10321
TRUE,FALSE,FALSE,CRISPLD1,83690
TRUE,TRUE,TRUE,CRISPLD2,83716
TRUE,TRUE,TRUE,CRK,1398
TRUE,TRUE,TRUE,CRKL,1399
TRUE,FALSE,FALSE,CRLF1,9244
FALSE,FALSE,FALSE,CRLF2,64109
TRUE,TRUE,TRUE,CRLS1,54675
TRUE,TRUE,TRUE,CRMP1,1400
TRUE,TRUE,TRUE,CRNKL1,51340
FALSE,FALSE,FALSE,CRNN,49860
TRUE,TRUE,TRUE,CROCC,9696
FALSE,FALSE,FALSE,CROCC2,728763
TRUE,TRUE,TRUE,CROCCP2,84809
TRUE,TRUE,TRUE,CROCCP3,114819
TRUE,TRUE,TRUE,CROT,54677
FALSE,FALSE,FALSE,CRP,1401
TRUE,TRUE,TRUE,CRPPA,729920
FALSE,FALSE,FALSE,CRPPA-AS1,100506025
TRUE,FALSE,FALSE,CRTAC1,55118
FALSE,FALSE,FALSE,CRTAM,56253
TRUE,TRUE,TRUE,CRTAP,10491
TRUE,TRUE,TRUE,CRTC1,23373
TRUE,TRUE,TRUE,CRTC2,200186
TRUE,TRUE,TRUE,CRTC3,64784
FALSE,FALSE,FALSE,CRX,1406
TRUE,TRUE,TRUE,CRY1,1407
TRUE,TRUE,TRUE,CRY2,1408
FALSE,FALSE,FALSE,CRYAA,1409
TRUE,FALSE,FALSE,CRYAB,1410
FALSE,FALSE,FALSE,CRYBA1,1411
FALSE,FALSE,FALSE,CRYBA2,1412
FALSE,FALSE,FALSE,CRYBA4,1413
FALSE,TRUE,FALSE,CRYBB1,1414
FALSE,FALSE,FALSE,CRYBB2,1415
TRUE,TRUE,TRUE,CRYBB2P1,1416
FALSE,FALSE,FALSE,CRYBB3,1417
TRUE,TRUE,TRUE,CRYBG1,202
TRUE,FALSE,FALSE,CRYBG2,55057
TRUE,TRUE,TRUE,CRYBG3,131544
FALSE,FALSE,FALSE,CRYGA,1418
FALSE,FALSE,FALSE,CRYGB,1419
FALSE,FALSE,FALSE,CRYGC,1420
FALSE,FALSE,FALSE,CRYGD,1421
FALSE,FALSE,FALSE,CRYGN,155051
TRUE,TRUE,TRUE,CRYL1,51084
TRUE,FALSE,FALSE,CRYM,1428
TRUE,TRUE,TRUE,CRYZ,1429
TRUE,TRUE,TRUE,CRYZL1,9946
TRUE,TRUE,TRUE,CRYZL2P,730102
TRUE,TRUE,TRUE,CS,1431
TRUE,TRUE,TRUE,CSAD,51380
FALSE,FALSE,FALSE,CSAG1,158511
FALSE,FALSE,FALSE,CSAG3,389903
FALSE,FALSE,FALSE,CSAG4,100130935
TRUE,TRUE,TRUE,CSDE1,7812
TRUE,TRUE,TRUE,CSE1L,1434
FALSE,FALSE,FALSE,CSE1L-DT,102723483
TRUE,TRUE,TRUE,CSF1,1435
TRUE,TRUE,TRUE,CSF1R,1436
FALSE,FALSE,FALSE,CSF2,1437
FALSE,FALSE,FALSE,CSF2RA,1438
FALSE,FALSE,FALSE,CSF2RB,1439
FALSE,FALSE,FALSE,CSF3,1440
FALSE,FALSE,FALSE,CSF3R,1441
TRUE,TRUE,TRUE,CSGALNACT1,55790
TRUE,TRUE,TRUE,CSGALNACT2,55454
FALSE,FALSE,FALSE,CSH1,1442
FALSE,FALSE,FALSE,CSH2,1443
FALSE,FALSE,FALSE,CSHL1,1444
TRUE,TRUE,TRUE,CSK,1445
FALSE,TRUE,TRUE,CSKMT,751071
FALSE,FALSE,FALSE,CSMD1,64478
FALSE,FALSE,FALSE,CSMD2,114784
FALSE,FALSE,FALSE,CSMD2-AS1,402779
FALSE,FALSE,FALSE,CSMD3,114788
FALSE,FALSE,FALSE,CSN1S1,1446
FALSE,FALSE,FALSE,CSN1S2AP,286828
FALSE,FALSE,FALSE,CSN2,1447
FALSE,FALSE,FALSE,CSN3,1448
TRUE,TRUE,TRUE,CSNK1A1,1452
TRUE,TRUE,TRUE,CSNK1A1L,122011
TRUE,TRUE,TRUE,CSNK1D,1453
FALSE,FALSE,FALSE,CSNK1E,1454
TRUE,TRUE,TRUE,CSNK1G1,53944
TRUE,TRUE,TRUE,CSNK1G2,1455
FALSE,FALSE,FALSE,CSNK1G2-AS1,255193
TRUE,TRUE,TRUE,CSNK1G3,1456
TRUE,TRUE,TRUE,CSNK2A1,1457
TRUE,TRUE,TRUE,CSNK2A2,1459
TRUE,TRUE,TRUE,CSNK2A3,283106
TRUE,TRUE,TRUE,CSNK2B,1460
FALSE,FALSE,FALSE,CSPG4,1464
FALSE,FALSE,FALSE,CSPG4P12,440300
FALSE,FALSE,FALSE,CSPG4P1Y,114758
TRUE,FALSE,TRUE,CSPG5,10675
TRUE,TRUE,TRUE,CSPP1,79848
TRUE,TRUE,TRUE,CSRNP1,64651
TRUE,TRUE,TRUE,CSRNP2,81566
TRUE,TRUE,FALSE,CSRNP3,80034
TRUE,TRUE,TRUE,CSRP1,1465
TRUE,TRUE,TRUE,CSRP2,1466
FALSE,FALSE,FALSE,CSRP3,8048
FALSE,FALSE,FALSE,CST11,140880
FALSE,FALSE,FALSE,CST13P,164380
FALSE,FALSE,FALSE,CST2,1470
TRUE,TRUE,TRUE,CST3,1471
FALSE,FALSE,FALSE,CST4,1472
FALSE,FALSE,FALSE,CST5,1473
FALSE,FALSE,FALSE,CST6,1474
FALSE,FALSE,FALSE,CST7,8530
FALSE,FALSE,FALSE,CST8,10047
FALSE,FALSE,FALSE,CST9,128822
FALSE,FALSE,FALSE,CST9L,128821
FALSE,FALSE,FALSE,CSTA,1475
TRUE,TRUE,TRUE,CSTB,1476
TRUE,TRUE,TRUE,CSTF1,1477
TRUE,TRUE,TRUE,CSTF2,1478
TRUE,TRUE,TRUE,CSTF2T,23283
TRUE,TRUE,TRUE,CSTF3,1479
FALSE,FALSE,FALSE,CSTF3-DT,338739
FALSE,FALSE,FALSE,CSTL1,128817
FALSE,FALSE,FALSE,CT45A1,541466
FALSE,FALSE,FALSE,CT45A10,102723631
FALSE,FALSE,FALSE,CT45A2,728911
FALSE,FALSE,FALSE,CT45A3,441519
FALSE,FALSE,FALSE,CT45A6,541465
FALSE,FALSE,FALSE,CT45A7,101060211
FALSE,FALSE,FALSE,CT45A8,102723737
FALSE,FALSE,FALSE,CT45A9,102723680
FALSE,FALSE,FALSE,CT47A12,100507170
FALSE,FALSE,FALSE,CT47A2,728090
FALSE,FALSE,FALSE,CT47A3,728082
FALSE,FALSE,FALSE,CT47A5,728072
FALSE,FALSE,FALSE,CT47A7,653282
FALSE,FALSE,FALSE,CT47A8,728049
FALSE,FALSE,FALSE,CT47A9,728042
FALSE,FALSE,FALSE,CT47B1,643311
FALSE,FALSE,FALSE,CT55,54967
FALSE,FALSE,FALSE,CT83,203413
FALSE,FALSE,FALSE,CTAG1B,1485
FALSE,FALSE,FALSE,CTAG2,30848
TRUE,FALSE,FALSE,CTAGE1,64693
TRUE,FALSE,FALSE,CTAGE15,441294
TRUE,TRUE,TRUE,CTAGE4,100128553
TRUE,TRUE,TRUE,CTAGE6,340307
TRUE,TRUE,TRUE,CTAGE8,100142659
TRUE,TRUE,TRUE,CTAGE9,643854
TRUE,TRUE,TRUE,CTBP1,1487
FALSE,FALSE,FALSE,CTBP1-AS,285463
TRUE,TRUE,TRUE,CTBP2,1488
TRUE,TRUE,TRUE,CTC1,80169
TRUE,TRUE,TRUE,CTCF,10664
TRUE,TRUE,TRUE,CTDP1,9150
TRUE,TRUE,TRUE,CTDSP1,58190
TRUE,TRUE,TRUE,CTDSP2,10106
TRUE,TRUE,TRUE,CTDSPL,10217
FALSE,FALSE,FALSE,CTF1,1489
TRUE,TRUE,TRUE,CTH,1491
TRUE,TRUE,TRUE,CTHRC1,115908
TRUE,TRUE,TRUE,CTIF,9811
FALSE,FALSE,FALSE,CTLA4,1493
TRUE,TRUE,TRUE,CTNNA1,1495
FALSE,FALSE,FALSE,CTNNA2,1496
FALSE,FALSE,FALSE,CTNNA3,29119
TRUE,TRUE,TRUE,CTNNAL1,8727
TRUE,TRUE,TRUE,CTNNB1,1499
TRUE,TRUE,TRUE,CTNNBIP1,56998
TRUE,TRUE,TRUE,CTNNBL1,56259
TRUE,TRUE,TRUE,CTNND1,1500
FALSE,FALSE,FALSE,CTNND2,1501
TRUE,TRUE,TRUE,CTNS,1497
TRUE,TRUE,TRUE,CTPS1,1503
TRUE,TRUE,TRUE,CTPS2,56474
FALSE,FALSE,FALSE,CTRB1,1504
FALSE,FALSE,FALSE,CTRB2,440387
FALSE,FALSE,FALSE,CTRC,11330
TRUE,TRUE,TRUE,CTRL,1506
TRUE,TRUE,TRUE,CTSA,5476
TRUE,TRUE,TRUE,CTSC,1075
TRUE,TRUE,TRUE,CTSD,1509
FALSE,FALSE,FALSE,CTSE,1510
TRUE,FALSE,FALSE,CTSF,8722
FALSE,FALSE,FALSE,CTSG,1511
TRUE,TRUE,TRUE,CTSH,1512
TRUE,TRUE,TRUE,CTSK,1513
TRUE,TRUE,TRUE,CTSL,1514
FALSE,FALSE,FALSE,CTSL3P,392360
FALSE,FALSE,FALSE,CTSLP3,1517
TRUE,TRUE,TRUE,CTSS,1520
TRUE,TRUE,TRUE,CTSV,1515
TRUE,FALSE,TRUE,CTSW,1521
